,G,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Win,Winby,Minutes,Age_y
1158,27.0,9,23,0.391,2,6,0.33299999999999996,10,12,0.833,3,10,13,13,3,0,6,1,30,27.5,-3,1,7,38.733333333333334,32.942465753424656
1159,28.0,11,13,0.846,2,3,0.667,1,2,0.5,0,7,7,17,2,0,2,4,25,32.3,19,1,9,35.016666666666666,32.95068493150685
1160,29.0,8,18,0.444,1,6,0.16699999999999998,8,12,0.667,1,11,12,12,2,2,5,0,25,24.8,14,1,9,38.71666666666667,32.95616438356164
1161,30.0,9,15,0.6,1,4,0.25,10,10,1.0,0,11,11,10,1,0,5,2,29,27.6,0,1,9,36.8,32.961643835616435
1162,31.0,8,23,0.348,2,7,0.28600000000000003,2,3,0.667,2,9,11,15,0,1,6,4,20,14.4,4,1,7,41.35,32.964383561643835
1163,32.0,14,22,0.636,6,11,0.545,5,5,1.0,0,1,1,7,3,2,7,1,39,31.4,-7,0,-3,34.233333333333334,32.96986301369863
1164,33.0,12,23,0.522,2,5,0.4,8,8,1.0,1,5,6,9,3,0,4,1,34,29.8,5,1,3,39.1,32.97534246575343
1165,34.0,7,18,0.389,2,7,0.28600000000000003,4,7,0.5710000000000001,1,5,6,6,0,0,7,2,20,7.6,-1,0,-7,40.05,32.986301369863014
1166,35.0,6,17,0.353,0,2,0.0,4,5,0.8,2,8,10,14,5,0,4,2,16,19.9,-11,0,-14,37.7,32.99178082191781
1167,36.0,12,22,0.545,1,7,0.14300000000000002,4,5,0.8,1,7,8,6,2,1,6,1,29,21.3,-5,0,-3,37.45,33.0
1168,37.0,10,17,0.588,0,2,0.0,4,4,1.0,1,5,6,8,4,1,3,2,24,24.8,0,1,17,33.81666666666667,33.00821917808219
1169,38.0,8,15,0.5329999999999999,0,2,0.0,3,3,1.0,0,7,7,6,1,1,4,1,19,15.3,-6,0,-14,32.7,33.010958904109586
1170,39.0,12,23,0.522,4,7,0.5710000000000001,5,7,0.7140000000000001,3,7,10,9,6,1,3,1,33,34.7,15,1,4,37.28333333333333,33.01917808219178
1171,40.0,4,8,0.5,1,3,0.33299999999999996,1,3,0.33299999999999996,1,7,8,5,0,2,3,2,10,9.1,-39,0,-28,26.583333333333332,33.02465753424657
1172,41.0,9,16,0.563,0,1,0.0,8,10,0.8,0,3,3,1,1,2,2,1,26,19.2,-22,0,-34,32.233333333333334,33.032876712328765
1173,42.0,11,25,0.44,2,9,0.222,3,4,0.75,2,6,8,11,3,1,5,2,27,22.3,-6,0,-2,40.45,33.035616438356165
1174,43.0,12,18,0.667,0,2,0.0,8,13,0.615,2,6,8,6,3,4,8,3,32,26.2,-14,0,-10,36.25,33.04383561643836
1175,44.0,7,16,0.43799999999999994,0,4,0.0,2,8,0.25,1,4,5,6,1,0,6,1,16,5.9,-4,1,1,34.78333333333333,33.05205479452055
1176,45.0,8,17,0.47100000000000003,0,4,0.0,2,4,0.5,0,3,3,7,0,1,2,2,18,12.2,-33,0,-24,38.36666666666667,33.057534246575344
1177,46.0,10,23,0.435,2,6,0.33299999999999996,6,10,0.6,2,7,9,7,0,1,5,0,28,18.4,-10,0,-12,37.95,33.06575342465754
1178,47.0,11,17,0.647,0,2,0.0,4,5,0.8,0,10,10,11,4,1,11,0,26,22.5,12,1,7,39.916666666666664,33.07397260273972
1179,48.0,8,15,0.5329999999999999,1,4,0.25,8,9,0.889,1,7,8,14,1,0,3,0,25,27.9,18,1,17,37.8,33.07945205479452
1180,49.0,9,20,0.45,2,7,0.28600000000000003,1,2,0.5,0,6,6,7,0,1,4,2,21,12.8,-13,0,-11,37.75,33.084931506849315
1181,50.0,8,21,0.381,1,6,0.16699999999999998,7,11,0.636,2,9,11,5,1,0,7,1,24,12.1,3,1,2,38.28333333333333,33.087671232876716
1182,51.0,3,10,0.3,1,2,0.5,4,4,1.0,1,8,9,9,2,1,2,0,11,15.3,-17,0,-32,31.366666666666667,33.0958904109589
1183,52.0,10,17,0.588,2,4,0.5,3,4,0.75,1,9,10,5,1,0,6,4,25,17.0,-14,0,-18,33.083333333333336,33.104109589041094
1184,53.0,16,22,0.727,5,7,0.7140000000000001,0,2,0.0,1,9,10,15,1,1,5,3,37,36.6,-1,1,2,48.31666666666667,33.106849315068494
1185,54.0,8,20,0.4,0,3,0.0,6,7,0.857,2,10,12,19,0,0,3,2,22,24.7,12,1,16,40.71666666666667,33.11232876712329
1186,55.0,9,20,0.45,2,5,0.4,4,7,0.5710000000000001,0,8,8,10,1,1,2,1,24,21.1,23,1,22,27.9,33.11780821917808
1187,56.0,14,23,0.609,3,7,0.429,6,10,0.6,0,8,8,8,0,1,5,1,37,28.2,-1,1,8,39.733333333333334,33.12328767123287
1188,57.0,13,18,0.722,1,4,0.25,5,9,0.556,1,8,9,8,2,0,4,2,32,28.9,-10,0,-7,36.6,33.14794520547945
1189,58.0,7,16,0.43799999999999994,0,2,0.0,4,4,1.0,0,14,14,11,1,0,3,0,18,19.5,18,1,23,36.666666666666664,33.15068493150685
1190,59.0,14,25,0.56,2,5,0.4,3,4,0.75,2,11,13,9,1,0,6,3,33,25.5,-8,0,-16,39.96666666666667,33.156164383561645
1191,60.0,13,25,0.52,2,4,0.5,3,3,1.0,4,8,12,11,1,0,1,1,31,31.2,2,1,6,38.766666666666666,33.16164383561644
1192,61.0,12,24,0.5,2,6,0.33299999999999996,4,6,0.667,1,8,9,8,1,0,3,2,30,23.1,-8,0,-11,39.03333333333333,33.16712328767123
1193,62.0,8,19,0.42100000000000004,1,4,0.25,8,11,0.727,1,9,10,15,2,0,3,2,25,25.8,-6,0,-9,42.38333333333333,33.172602739726024
1194,63.0,11,17,0.647,5,7,0.7140000000000001,4,6,0.667,2,5,7,7,1,0,3,2,31,27.7,14,1,22,28.733333333333334,33.178082191780824
1195,64.0,15,25,0.6,5,8,0.625,4,8,0.5,1,7,8,10,1,0,3,2,39,32.9,8,1,5,39.13333333333333,33.18356164383562
1196,65.0,11,20,0.55,3,7,0.429,0,2,0.0,0,10,10,6,2,3,5,2,25,20.1,-16,0,-14,38.88333333333333,33.18904109589041
1197,66.0,9,20,0.45,2,8,0.25,4,5,0.8,2,8,10,7,1,1,2,0,24,21.6,-13,0,-14,31.45,33.1945205479452
1198,67.0,7,14,0.5,1,2,0.5,13,15,0.867,0,12,12,11,3,2,5,2,28,30.1,23,1,22,33.21666666666667,33.2
1199,68.0,15,25,0.6,1,4,0.25,4,9,0.444,0,14,14,6,2,3,6,4,35,26.4,-3,0,-8,41.083333333333336,33.205479452054796
1200,69.0,15,26,0.5770000000000001,2,8,0.25,1,4,0.25,1,12,13,12,1,2,6,3,33,27.5,-4,1,5,39.88333333333333,33.21095890410959
1201,70.0,16,29,0.552,3,7,0.429,5,8,0.625,5,7,12,10,2,1,6,2,40,33.4,4,1,7,40.016666666666666,33.21643835616438
1202,71.0,11,19,0.579,1,3,0.33299999999999996,12,14,0.857,1,6,7,17,1,0,0,2,35,39.9,12,1,3,39.4,33.221917808219175
1203,72.0,11,16,0.688,1,4,0.25,4,6,0.667,0,6,6,9,1,1,4,3,27,24.0,11,1,25,29.266666666666666,33.227397260273975
1204,73.0,14,19,0.737,1,4,0.25,8,10,0.8,2,8,10,8,1,0,2,3,37,35.7,11,1,7,38.05,33.23287671232877
1205,74.0,7,18,0.389,0,4,0.0,4,5,0.8,1,5,6,7,0,0,6,1,18,8.5,-19,0,-19,37.983333333333334,33.23835616438356
1206,75.0,14,26,0.5379999999999999,4,8,0.5,9,11,0.818,2,8,10,8,1,0,4,1,41,33.6,21,1,13,36.88333333333333,33.24109589041096
1207,76.0,12,24,0.5,0,4,0.0,3,3,1.0,1,8,9,11,1,0,1,0,27,25.8,16,1,5,41.75,33.24657534246575
1208,77.0,5,21,0.23800000000000002,2,3,0.667,4,4,1.0,3,10,13,12,0,0,2,1,16,14.4,7,1,11,38.53333333333333,33.25205479452055
1209,78.0,8,14,0.5710000000000001,3,6,0.5,8,11,0.727,0,10,10,6,0,0,5,2,27,20.6,12,1,6,37.266666666666666,33.25753424657534
1210,79.0,12,20,0.6,2,7,0.28600000000000003,7,10,0.7,2,7,9,14,0,0,6,2,33,29.1,13,1,4,38.8,33.26301369863014
1211,80.0,17,29,0.586,4,8,0.5,6,11,0.545,1,10,11,11,2,1,8,0,44,34.6,7,0,-2,40.18333333333333,33.26575342465753
1212,81.0,7,16,0.43799999999999994,3,6,0.5,9,10,0.9,0,6,6,11,1,0,4,2,26,22.9,14,1,14,38.63333333333333,33.273972602739725
1213,82.0,4,9,0.444,0,2,0.0,2,3,0.667,1,4,5,2,1,0,3,0,10,6.2,5,0,-12,10.55,33.27945205479452
1214,1.0,9,16,.563,0,4,.000,8,9,.889,2,10,12,6,1,0,6,3,26,20.4,-4,0,-9,37.333333333333336,33.8
1215,2.0,9,22,.409,1,7,.143,5,7,.714,0,5,5,5,2,1,1,0,24,18.1,-13,0,-9,38.86666666666667,33.8054794520548
1216,3.0,11,25,.440,2,8,.250,8,11,.727,2,6,8,14,1,1,5,2,32,26.6,-5,0,-1,42.86666666666667,33.81095890410959
1217,4.0,7,16,.438,1,5,.200,4,4,1.000,0,7,7,10,3,0,0,1,19,22.3,+19,1,18,28.066666666666666,33.81643835616438
1218,5.0,10,17,.588,1,5,.200,7,10,.700,0,11,11,11,3,0,2,3,28,29.7,+13,1,7,34.666666666666664,33.81917808219178
1219,6.0,13,21,.619,2,6,.333,7,8,.875,1,10,11,4,2,0,4,3,35,28.4,-1,0,-4,34.3,33.824657534246576
1220,7.0,11,23,.478,3,6,.500,4,5,.800,3,7,10,8,2,2,5,2,29,24.3,-6,0,-4,36.266666666666666,33.83013698630137
1221,8.0,11,19,.579,2,3,.667,5,7,.714,0,5,5,6,3,0,3,3,29,23.8,+5,1,1,38.56666666666667,33.83561643835616
1222,9.0,9,20,.450,1,5,.200,9,11,.818,0,5,5,7,0,2,3,1,28,21.2,-22,1,4,31.35,33.843835616438355
1223,10.0,6,12,.500,2,3,.667,4,7,.571,0,2,2,6,0,1,3,3,18,12.1,-16,0,-14,28.283333333333335,33.846575342465755
1224,11.0,10,21,.476,3,9,.333,1,2,.500,1,10,11,9,0,2,3,1,24,20.9,+3,1,4,38.53333333333333,33.85479452054795
1225,12.0,10,18,.556,3,6,.500,2,3,.667,1,6,7,2,1,0,3,2,25,17.1,+2,1,15,31.283333333333335,33.863013698630134
1226,13.0,10,20,.500,3,9,.333,3,7,.429,3,4,7,4,2,0,4,1,26,18.1,+22,1,1,34.3,33.865753424657534
1227,14.0,13,19,.684,5,6,.833,13,15,.867,2,8,10,9,1,3,4,0,44,44.3,+4,1,9,36.0,33.87397260273973
1228,15.0,8,19,.421,3,6,.500,3,4,.750,0,4,4,7,0,1,3,0,22,15.3,-11,0,-13,25.883333333333333,33.88219178082192
1229,16.0,19,31,.613,6,8,.750,7,10,.700,1,7,8,3,2,1,2,3,51,40.1,+20,1,16,38.483333333333334,33.88493150684931
1230,17.0,11,20,.550,2,6,.333,8,12,.667,2,12,14,7,0,1,4,3,32,26.2,+9,1,4,35.5,33.893150684931506
1231,18.0,8,17,.471,2,5,.400,4,6,.667,1,9,10,7,2,1,5,1,22,18.1,+13,1,7,35.06666666666667,33.8986301369863
1232,19.0,8,14,.571,2,7,.286,6,11,.545,0,4,4,7,0,1,6,4,24,14.6,-14,0,-4,40.45,33.9041095890411
1233,20.0,5,15,.333,0,4,.000,4,6,.667,0,7,7,2,2,2,4,0,14,7.6,-23,0,-32,30.066666666666666,33.90958904109589
1234,21.0,15,27,.556,2,7,.286,6,10,.600,1,8,9,7,2,0,4,2,38,28.7,+19,1,8,38.15,33.915068493150685
1235,22.0,12,21,.571,2,4,.500,2,4,.500,2,3,5,4,0,1,4,3,28,17.9,+10,1,11,31.316666666666666,33.917808219178085
1236,23.0,9,17,.529,1,5,.200,3,4,.750,0,6,6,8,0,1,5,0,22,16.4,+12,1,24,30.983333333333334,33.92328767123288
1237,24.0,15,24,.625,3,7,.429,9,13,.692,0,5,5,6,2,0,2,1,42,34.9,+19,1,8,39.7,33.93150684931507
1238,25.0,13,28,.464,3,8,.375,6,9,.667,2,6,8,11,2,0,1,4,35,29.7,-19,0,-13,37.35,33.93698630136986
1239,26.0,9,18,.500,0,3,.000,2,3,.667,1,7,8,9,2,0,5,2,20,15.9,+21,1,23,31.633333333333333,33.93972602739726
1240,27.0,10,19,.526,4,7,.571,4,8,.500,0,9,9,12,1,0,2,0,28,27.2,+18,1,3,37.516666666666666,33.945205479452056
1241,28.0,12,18,.667,3,6,.500,2,6,.333,0,5,5,4,2,0,3,1,29,22.5,-9,0,-15,36.43333333333333,33.95342465753425
1242,29.0,7,15,.467,2,6,.333,8,12,.667,1,11,12,11,1,0,3,0,24,24.4,+31,1,28,30.216666666666665,33.95890410958904
1243,30.0,5,16,.313,0,2,.000,3,6,.500,0,6,6,3,0,1,4,0,13,3.2,-21,0,-18,32.0,33.961643835616435
1244,31.0,13,23,.565,2,7,.286,8,13,.615,1,12,13,8,1,1,5,1,36,29.3,+4,0,-5,41.2,33.967123287671235
1245,32.0,8,20,.400,0,4,.000,6,9,.667,2,10,12,14,2,0,2,3,22,23.0,+13,1,8,38.75,33.97534246575343
1246,33.0,8,14,.571,2,5,.400,4,4,1.000,1,13,14,7,1,1,4,0,22,22.6,-3,0,-8,35.61666666666667,33.98082191780822
1247,34.0,6,11,.545,0,2,.000,5,8,.625,2,11,13,5,1,0,2,1,17,17.3,+5,1,26,21.25,33.986301369863014
1265,35.0,9,22,.409,1,6,.167,5,7,.714,1,13,14,9,1,0,4,0,24,19.3,+2,1,3,40.43333333333333,34.087671232876716
1267,36.0,7,12,.583,2,5,.400,2,3,.667,0,7,7,9,1,0,6,1,18,15.0,-17,0,-42,30.216666666666665,34.1013698630137
1268,37.0,11,21,.524,5,10,.500,1,5,.200,2,10,12,12,3,0,3,4,28,27.3,+11,1,1,37.733333333333334,34.106849315068494
1269,38.0,8,16,.500,2,6,.333,0,0,,0,10,10,9,0,0,4,3,18,14.1,0,0,-23,33.15,34.11506849315069
1270,39.0,8,20,.400,3,10,.300,9,11,.818,2,9,11,16,3,1,2,3,28,32.2,0,0,-4,43.05,34.12054794520548
1271,40.0,11,23,.478,0,4,.000,7,10,.700,4,8,12,6,1,1,4,1,29,22.8,+6,1,5,40.13333333333333,34.14520547945205
1272,41.0,11,17,.647,3,6,.500,2,6,.333,0,7,7,12,4,1,4,0,27,29.1,-10,0,-13,38.516666666666666,34.15068493150685
1273,42.0,8,23,.348,0,4,.000,8,10,.800,3,9,12,11,3,0,5,3,24,19.6,+2,0,-5,39.733333333333334,34.156164383561645
1274,43.0,13,24,.542,4,9,.444,3,8,.375,1,5,6,10,2,1,2,2,33,28.5,+2,1,6,37.31666666666667,34.16164383561644
1275,44.0,10,19,.526,3,8,.375,8,10,.800,2,5,7,10,1,0,3,2,31,28.0,-4,0,-11,38.81666666666667,34.16712328767123
1276,45.0,10,21,.476,4,9,.444,3,7,.429,0,9,9,16,0,0,3,2,27,24.8,-1,0,-9,40.766666666666666,34.16986301369863
1277,46.0,9,18,.500,1,6,.167,8,12,.667,0,8,8,6,1,1,2,3,27,21.5,-11,0,-8,42.4,34.175342465753424
1278,47.0,13,22,.591,2,7,.286,3,8,.375,0,7,7,7,1,1,4,4,31,21.9,-8,0,-16,31.116666666666667,34.18082191780822
1279,48.0,13,23,.565,1,5,.200,3,7,.429,2,8,10,12,0,0,3,0,30,26.7,+11,0,-13,27.766666666666666,34.18904109589041
1280,49.0,15,23,.652,2,4,.500,4,5,.800,1,9,10,4,2,0,5,2,36,27.9,+9,1,16,33.4,34.1972602739726
1281,50.0,12,23,.522,1,5,.200,4,7,.571,0,4,4,6,1,0,4,2,29,18.1,0,0,-13,31.783333333333335,34.202739726027396
1283,51.0,11,26,.423,0,6,.000,11,13,.846,2,4,6,8,0,1,2,2,33,24.5,+9,0,-1,35.0,34.21095890410959
1285,52.0,8,25,.320,1,7,.143,8,12,.667,3,6,9,14,1,1,8,3,25,15.3,-2,0,-5,36.7,34.224657534246575
1286,53.0,9,22,.409,3,6,.500,8,9,.889,2,9,11,11,2,1,4,1,29,26.9,+5,1,5,35.266666666666666,34.23013698630137
1287,54.0,11,20,.550,1,6,.167,0,2,.000,0,7,7,14,1,0,3,1,23,22.1,+3,1,18,33.9,34.23561643835617
1289,55.0,11,19,.579,4,7,.571,1,2,.500,0,3,3,9,0,0,6,1,27,18.5,+14,1,14,31.966666666666665,34.24383561643835
1296,1.0,7,19,.368,1,5,.200,3,4,.750,1,9,10,8,1,1,5,3,18,11.6,-8,0,-10,36.0,34.81095890410959
1297,2.0,12,22,.545,1,4,.250,7,8,.875,2,5,7,10,1,0,1,0,32,30.9,+17,1,9,30.566666666666666,34.81917808219178
1298,3.0,7,14,.500,1,3,.333,5,5,1.000,1,5,6,12,1,0,4,0,20,20.6,+17,1,19,35.016666666666666,34.824657534246576
1299,4.0,8,15,.533,2,5,.400,5,7,.714,0,2,2,8,0,1,6,0,23,15.8,+2,1,29,28.316666666666666,34.83013698630137
1300,5.0,13,23,.565,4,9,.444,9,11,.818,0,12,12,16,4,1,4,5,39,40.8,+15,1,9,42.53333333333333,34.83835616438356
1301,6.0,8,23,.348,0,6,.000,5,10,.500,1,10,11,13,2,1,5,2,21,15.8,+15,1,7,37.3,34.843835616438355
1302,7.0,10,19,.526,2,6,.333,8,9,.889,0,10,10,11,2,1,2,3,30,30.5,+17,1,6,35.18333333333333,34.84931506849315
1303,8.0,10,19,.526,4,7,.571,1,2,.500,1,3,4,6,0,0,3,2,25,17.3,+16,1,15,36.05,34.85753424657534
1304,9.0,5,15,.333,0,2,.000,3,6,.500,3,10,13,15,0,1,2,0,13,17.6,-6,0,-9,35.333333333333336,34.863013698630134
1305,10.0,8,18,.444,1,4,.250,2,7,.286,0,7,7,11,0,0,1,0,19,16.4,-2,1,8,37.06666666666667,34.868493150684934
1306,11.0,11,21,.524,1,5,.200,0,1,.000,2,4,6,12,1,1,4,1,23,20.6,+13,1,26,26.483333333333334,34.87123287671233
1307,12.0,10,20,.500,2,7,.286,7,7,1.000,3,1,4,11,3,0,2,1,29,29.7,+13,1,2,38.666666666666664,34.87671232876713
1308,13.0,13,21,.619,6,10,.600,1,1,1.000,0,7,7,12,1,1,0,1,33,35.3,+30,1,21,33.11666666666667,34.88219178082192
1309,14.0,10,21,.476,2,5,.400,3,5,.600,0,11,11,10,2,0,7,2,25,18.0,+6,1,5,37.13333333333333,34.88767123287671
1310,15.0,9,20,.450,1,3,.333,4,6,.667,1,5,6,14,1,1,5,2,23,19.7,+3,1,3,35.61666666666667,34.895890410958906
1311,16.0,14,27,.519,2,9,.222,0,0,,1,5,6,4,2,0,5,1,30,18.3,+7,1,1,38.833333333333336,34.8986301369863
1312,17.0,13,24,.542,4,7,.571,3,8,.375,1,3,4,14,0,1,3,2,33,27.7,+6,1,10,35.13333333333333,34.9041095890411
1313,18.0,10,18,.556,2,6,.333,7,11,.636,2,3,5,11,2,1,5,2,29,25.7,+3,1,4,37.583333333333336,34.90958904109589
1314,19.0,9,16,.563,4,8,.500,1,2,.500,0,3,3,11,2,1,6,1,23,19.9,+20,1,22,24.6,34.915068493150685
1315,20.0,11,20,.550,0,5,.000,3,3,1.000,0,9,9,8,4,0,6,3,25,20.5,-16,0,-14,36.416666666666664,34.92054794520548
1316,21.0,9,18,.500,1,4,.250,6,6,1.000,2,4,6,9,0,0,4,3,25,19.7,+4,1,9,36.88333333333333,34.92602739726027
1317,22.0,9,21,.429,1,6,.167,1,1,1.000,0,4,4,12,1,0,1,3,20,17.3,+14,1,25,29.466666666666665,34.92876712328767
1318,23.0,11,23,.478,4,9,.444,5,7,.714,1,6,7,8,0,1,3,1,31,23.9,+21,1,23,33.75,34.93424657534246
1319,24.0,12,20,.600,6,8,.750,2,2,1.000,1,3,4,13,1,0,5,4,32,27.9,+24,1,17,27.85,34.93972602739726
1320,25.0,11,24,.458,1,6,.167,2,5,.400,2,9,11,10,2,0,6,2,25,17.7,+8,1,9,37.916666666666664,34.94794520547945
1321,26.0,11,22,.500,4,8,.500,2,4,.500,2,7,9,12,1,0,8,2,28,20.3,+9,1,3,37.43333333333333,34.95342465753425
1322,27.0,12,21,.571,4,10,.400,4,7,.571,1,12,13,7,1,3,4,1,32,28.8,+10,1,5,36.93333333333333,34.95890410958904
1323,28.0,8,20,.400,0,6,.000,4,8,.500,1,8,9,9,0,0,5,2,20,11.2,-9,0,-3,34.9,34.964383561643835
1324,29.0,8,19,.421,3,7,.429,2,2,1.000,0,12,12,11,0,0,4,5,21,16.2,-14,0,-7,36.733333333333334,34.96986301369863
1326,30.0,9,24,.375,2,12,.167,3,4,.750,3,6,9,10,2,1,2,3,23,19.8,+3,0,-5,38.833333333333336,34.986301369863014
1327,31.0,7,15,.467,1,4,.250,6,8,.750,1,6,7,16,2,1,1,2,21,27.1,+5,1,8,36.733333333333334,34.99452054794521
1328,32.0,3,10,.300,2,4,.500,5,6,.833,0,6,6,13,2,0,2,2,13,16.9,+5,1,13,34.31666666666667,34.9972602739726
1329,33.0,11,21,.524,1,4,.250,8,12,.667,2,11,13,12,2,1,5,0,31,29.9,+18,1,10,38.06666666666667,35.00547945205479
1330,34.0,7,17,.412,1,3,.333,2,5,.400,0,8,8,15,2,0,2,1,17,19.2,+17,1,10,37.21666666666667,35.010958904109586
1331,35.0,10,21,.476,0,3,.000,1,2,.500,3,11,14,11,0,0,3,2,21,19.2,+23,1,7,35.016666666666666,35.016438356164386
1332,36.0,9,19,.474,6,12,.500,7,7,1.000,0,5,5,5,2,1,4,2,31,24.2,+26,1,30,31.433333333333334,35.02191780821918
1333,37.0,14,25,.560,3,6,.500,4,5,.800,2,14,16,7,1,0,3,0,35,31.2,+13,1,15,32.266666666666666,35.03013698630137
1335,38.0,12,16,.750,1,3,.333,6,7,.857,0,2,2,8,1,0,3,2,31,27.6,+19,1,29,32.71666666666667,35.038356164383565
1336,39.0,7,19,.368,2,9,.222,3,5,.600,0,3,3,19,1,0,5,1,19,17.5,-9,0,-1,36.25,35.04383561643836
1337,40.0,13,25,.520,2,7,.286,3,5,.600,0,5,5,12,2,0,6,3,31,22.6,+2,1,9,35.4,35.05205479452055
1338,41.0,5,12,.417,0,2,.000,5,5,1.000,3,4,7,13,0,0,4,1,15,16.6,-21,0,-32,29.183333333333334,35.057534246575344
1339,42.0,9,16,.563,2,5,.400,1,3,.333,0,6,6,5,5,0,4,0,21,18.9,+13,1,8,36.05,35.06301369863014
1340,43.0,11,19,.579,3,6,.500,2,2,1.000,2,9,11,10,1,1,5,0,27,25.9,+26,1,15,33.6,35.06575342465754
1341,44.0,9,18,.500,1,6,.167,10,13,.769,0,7,7,8,1,0,8,3,29,18.3,-22,0,-17,35.35,35.07123287671233
1342,45.0,9,22,.409,3,8,.375,1,4,.250,2,6,8,10,0,1,5,2,22,14.1,+7,0,-8,37.983333333333334,35.087671232876716
1343,46.0,6,15,.400,1,4,.250,2,3,.667,0,10,10,11,2,0,2,3,15,16.0,+33,1,16,33.56666666666667,35.09041095890411
1344,47.0,12,20,.600,6,9,.667,6,9,.667,1,6,7,9,1,0,2,1,36,33.0,+20,1,27,34.18333333333333,35.0986301369863
1345,48.0,8,19,.421,1,8,.125,1,1,1.000,2,7,9,15,2,0,6,0,18,17.9,-4,0,-10,36.63333333333333,35.104109589041094
1346,49.0,7,17,.412,3,8,.375,5,6,.833,0,8,8,11,1,0,7,2,22,15.8,+6,1,5,33.56666666666667,35.10958904109589
1347,50.0,6,16,.375,3,6,.500,2,4,.500,0,8,8,9,1,0,8,2,17,8.3,+16,1,25,30.083333333333332,35.11506849315069
1348,51.0,15,29,.517,1,7,.143,1,4,.250,1,11,12,14,0,0,3,3,32,26.1,+4,1,4,41.5,35.12054794520548
1349,52.0,10,17,.588,1,4,.250,11,12,.917,0,3,3,7,0,2,1,0,32,29.9,+6,1,12,35.583333333333336,35.14520547945205
1350,53.0,9,19,.474,4,10,.400,7,12,.583,0,8,8,9,0,0,2,4,29,22.4,-1,1,2,35.483333333333334,35.15068493150685
1351,54.0,17,27,.630,5,11,.455,1,2,.500,2,6,8,6,0,1,7,1,40,28.2,+12,1,9,34.2,35.156164383561645
1353,55.0,8,18,.444,2,8,.250,1,2,.500,2,6,8,10,1,1,5,1,19,15.7,-12,0,-17,34.31666666666667,35.16712328767123
1354,56.0,14,21,.667,3,5,.600,3,3,1.000,0,12,12,13,2,0,6,2,34,32.8,+22,1,8,36.38333333333333,35.16986301369863
1355,57.0,9,16,.563,2,5,.400,2,3,.667,1,6,7,14,1,2,3,1,22,25.3,-2,1,13,33.75,35.175342465753424
1356,58.0,12,21,.571,1,7,.143,12,15,.800,0,8,8,8,3,0,4,4,37,31.3,+8,1,10,36.5,35.18356164383562
1357,59.0,7,17,.412,2,6,.333,12,14,.857,2,6,8,9,0,2,2,3,28,25.8,+7,1,9,34.516666666666666,35.18904109589041
1358,60.0,12,22,.545,4,9,.444,1,5,.200,1,11,12,9,1,0,3,1,29,24.7,+8,0,-2,34.86666666666667,35.1945205479452
